Material Category,Material Type,County,Single Family Tons,Regional Single Family Composition,Multi Family Tons,Statewide Multi Family Composition,Total Residential Tons,Total Residential Composition
Glass,Green Glass Bottles and Containers,MARIN,134,0.00275712831963047,24,0.00148785037811019,158,0.002437235264358024
Glass,Brown Glass Bottles and Containers,MARIN,191,0.00393109493269729,112,0.00682128720880721,302,0.00465950311445632
Glass,Other Glass Colored Bottles and Containers,MARIN,0,0.0,10,0.000619255891282891,10,0.00015606956725386484
Glass,Flat Glass,MARIN,10,0.000214474669694898,9,0.000579854656700671,20,0.00030656050570863013
Glass,Remainder / Composite Glass,MARIN,92,0.0018964076057233102,65,0.00398097723909204,157,0.0024217766577906462
Metal,Tin/Steel Cans,MARIN,354,0.0072893167344989795,152,0.00929533537355549,506,0.0077948887691099795
Metal,Major Appliances,MARIN,0,0.0,0,1.0932797618282001e-05,0,2.75536658944741e-06
Metal,Used Oil Filters,MARIN,0,0.0,0,0.0,0,0.0
Metal,Other Ferrous,MARIN,229,0.0047240868035429,124,0.007565485675041571,353,0.00544019770133626
Metal,Aluminum Cans,MARIN,80,0.00163960240911495,37,0.00227739446282066,117,0.001800343600633679
Metal,Other Non-Ferrous,MARIN,164,0.0033892641882049103,126,0.00768714263469483,290,0.004472448117006603
Metal,Remainder / Composite Metal,MARIN,273,0.00562713804436352,139,0.008523796569680971,412,0.006357175899299312
Electronics,Brown Goods,MARIN,0,0.0,74,0.00453436039488614,74,0.0011427839033341714
Electronics,Computer-related Electronics,MARIN,28,0.0005700510957680201,33,0.00201706805339667,61,0.0009347392861673916
Electronics,Other Small Consumer Electronics,MARIN,81,0.00167064479551816,43,0.00261664724282099,124,0.0019090635084443868
Electronics,Video Display Devices,MARIN,349,0.007190545505034229,107,0.00653254413252071,456,0.0070247110076863154
Plastic,PETE Plastic Containers,MARIN,280,0.00576823980074174,151,0.00925575177699064,431,0.0066471890244596465
Plastic,HDPE Plastic Containers,MARIN,204,0.004202010304943471,76,0.00466298875785393,280,0.004318189591522475
Plastic,Miscellaneous Plastic Containers,MARIN,369,0.0076138507741689,104,0.00638361235962469,474,0.007303796756629837
Plastic,Plastic Trash Bags,MARIN,737,0.0151910150916795,184,0.0112707745793956,921,0.01420300633973092
Plastic,Plastic Grocery and Other Merchandise Bags,MARIN,297,0.00611535012143217,144,0.0087813977992591,440,0.006787267681222558
Plastic,Non-Bag Commercial and Industrial Packaging Film,MARIN,123,0.00253757398670596,28,0.00168720787646775,151,0.002323258268922015
Plastic,Film Products,MARIN,29,0.0005954494119161,0,1.60033976566839e-05,29,0.0004494130318582616
Plastic,Other Film - Other,MARIN,1210,0.0249388888293126,351,0.0214910767881785,1561,0.024069945084396912
Plastic,Durable Plastic Items - #2 and #5 Bulky Rigids,MARIN,190,0.00390851865167677,27,0.0016786981816595801,217,0.003346542381917855
Plastic,Durable Plastic Items - Other,MARIN,367,0.007574342282382991,184,0.0112605235062998,552,0.00850336163695738
Plastic,Remainder / Composite Plastic,MARIN,906,0.018673406439093997,550,0.0336593115318444,1456,0.022450267920197952
Other Organic,Food,MARIN,13480,0.27786604476537896,4049,0.247713326035693,17529,0.27026672785953504
Other Organic,Leaves and Grass,MARIN,727,0.0149793624571121,488,0.0298758256509316,1215,0.018733682112361816
Other Organic,Prunings and Trimmings,MARIN,496,0.0102208468250129,127,0.00776987682463602,623,0.00960313477302327
Other Organic,Branches and Stumps,MARIN,108,0.00222376368052079,0,0.0,108,0.0016633138887961689
Other Organic,Manures,MARIN,90,0.00186310759121805,0,0.0,90,0.0013935530829736408
Other Organic,Textiles,MARIN,2347,0.0483866142972201,1218,0.0744969455238916,3565,0.054967138039932674
Other Organic,Carpet,MARIN,1327,0.0273624525968649,102,0.006261910364042079,1430,0.02204453387948905
Other Organic,Remainder / Composite Organic,MARIN,4538,0.0935391763382514,1222,0.0747577651799157,5760,0.08880574262666269
Inerts and Other,Concrete,MARIN,327,0.00674748599000661,62,0.00380054474914847,389,0.006004775503667144
Inerts and Other,Asphalt Paving,MARIN,0,0.0,0,0.0,0,0.0
Inerts and Other,Asphalt Roofing,MARIN,47,0.000976424154137301,0,0.0,47,0.0007303383318825815
Inerts and Other,Clean Dimensional Lumber,MARIN,51,0.00104415299719885,85,0.00520836277968044,136,0.0020936487353174233
Inerts and Other,Clean Engineered Wood,MARIN,2,3.95084917859024e-05,22,0.00131834677248041,23,0.00036181101625957243
Inerts and Other,Clean Pallets & Crates,MARIN,63,0.00129249208842452,325,0.0199110136755632,388,0.005984873134637357
Inerts and Other,Other Wood Waste,MARIN,1742,0.0359160410685128,345,0.0211054469970467,2087,0.032183362800862016
Inerts and Other,Gypsum Board,MARIN,102,0.0021052382051630803,68,0.00414580933333641,170,0.002619518420188531
Inerts and Other,"Rock, Soil and Fines",MARIN,465,0.00958927536346402,48,0.00294628003745275,513,0.007915057289168134
Inerts and Other,Remainder / Composite Inerts and Other,MARIN,418,0.00861002917419915,41,0.0025126578056591698,459,0.007073323388643017
Household Hazardous Waste (HHW),Paint,MARIN,0,0.0,0,4.0077500773254e-06,0,1.0100635763577752e-06
Household Hazardous Waste (HHW),Vehicle and Equipment Fluids,MARIN,0,0.0,0,0.0,0,0.0
Household Hazardous Waste (HHW),Used Oil,MARIN,0,0.0,0,0.0,0,0.0
Household Hazardous Waste (HHW),Batteries,MARIN,63,0.00129249208842452,6,0.00036110161962440697,69,0.0010577559971636573
Household Hazardous Waste (HHW),Remainder / Composite Household Hazardous,MARIN,81,0.00166217869013546,7,0.00045538993466306504,88,0.0013580346335593928
Special Waste,Ash,MARIN,9,0.000176094991960022,15,0.000931303337992967,24,0.0003664283281640456
Special Waste,Treated Medical Waste,MARIN,0,0.0,121,0.0073855680185596,121,0.0018613668772575586
Special Waste,Bulky Items,MARIN,2274,0.0468683593985904,460,0.0281400658522521,2734,0.042148312790515265
Special Waste,Tires,MARIN,14,0.000282203512756445,0,0.0,14,0.00021108044274063025
Special Waste,Remainder / Composite Special Waste,MARIN,157,0.00323687429131643,3,0.00020231600461172,160,0.002472081892439953
Mixed Residue,Mixed Residue,MARIN,3770,0.077718847413125,563,0.0344700708823858,4334,0.06681896267657741
Paper,Uncoated Corrugated Cardboard,SACRAMENTO,7537,0.0257667648205132,2964,0.0356791218393351,10501,0.027959320781814147
Paper,Paper Bags,SACRAMENTO,881,0.0030114130068751898,438,0.00527466562364938,1319,0.003512031377199789
Paper,Newspaper,SACRAMENTO,3810,0.0130255343532942,3857,0.0464310841690457,7667,0.02041464849133267
Paper,White Ledger Paper,SACRAMENTO,420,0.00143532058989468,439,0.0052869012166633,859,0.0022872679166119803
Paper,Other Office Paper,SACRAMENTO,726,0.00248144848137561,489,0.0058879491862709995,1215,0.003234946707227645
Paper,Magazines and Catalogs,SACRAMENTO,2215,0.007571316111694441,621,0.007478042212656609,2836,0.007550684465459255
Paper,Phone Books and Directories,SACRAMENTO,93,0.00031742666891901604,25,0.000306365386920027,118,0.00031497997740654693
Paper,Other Miscellaneous Paper - Compostable,SACRAMENTO,653,0.0022330276100476897,246,0.00295972626349685,899,0.002393769143233376
Paper,Other Miscellaneous Paper - Other,SACRAMENTO,15618,0.0533966861759858,3920,0.0471909615637325,19539,0.052024015834617764
Paper,Remainder / Composite Paper - Compostable,SACRAMENTO,23358,0.0798562692043134,5624,0.0676951863054057,28981,0.07716630810270607
Paper,Remainder / Composite Paper - Other,SACRAMENTO,3099,0.0105937700461842,907,0.0109194056132361,4006,0.010665798747571318
Glass,Clear Glass Bottles and Containers,SACRAMENTO,4109,0.0140468201576424,1364,0.0164193762236836,5473,0.014571615817871515
Glass,Green Glass Bottles and Containers,SACRAMENTO,650,0.00222198668243311,124,0.00148785037811019,774,0.002059599983952189
Glass,Brown Glass Bottles and Containers,SACRAMENTO,1570,0.005368651052586829,567,0.00682128720880721,2137,0.005689965756836741
Glass,Other Glass Colored Bottles and Containers,SACRAMENTO,75,0.000256701567038856,51,0.000619255891282891,127,0.0003368964836875678
Glass,Flat Glass,SACRAMENTO,69,0.00023737994371335097,48,0.000579854656700671,118,0.00031313336665093856
Glass,Remainder / Composite Glass,SACRAMENTO,585,0.00199840789823798,331,0.00398097723909204,915,0.0024369407536151662
Metal,Tin/Steel Cans,SACRAMENTO,3499,0.0119628450703914,772,0.00929533537355549,4271,0.011372807375368912
Metal,Major Appliances,SACRAMENTO,0,0.0,1,1.0932797618282001e-05,1,2.41827151162378e-06
Metal,Used Oil Filters,SACRAMENTO,0,0.0,0,0.0,0,0.0
Metal,Other Ferrous,SACRAMENTO,2436,0.00832982783881571,628,0.007565485675041571,3065,0.008160759779173136
Metal,Aluminum Cans,SACRAMENTO,1002,0.00342544779242173,189,0.00227739446282066,1191,0.0031715050453103672
Metal,Other Non-Ferrous,SACRAMENTO,849,0.0029010037307294397,639,0.00768714263469483,1487,0.003959669935505721
Metal,Remainder / Composite Metal,SACRAMENTO,1582,0.00541005453114149,708,0.008523796569680971,2291,0.006098796235621027
Electronics,Brown Goods,SACRAMENTO,0,0.0,377,0.00453436039488614,377,0.001002974256840896
Electronics,Computer-related Electronics,SACRAMENTO,1059,0.0036214242575804204,168,0.00201706805339667,1227,0.003266549957466548
Electronics,Other Small Consumer Electronics,SACRAMENTO,2356,0.00805435669483207,217,0.00261664724282099,2573,0.006851566858651772
Electronics,Video Display Devices,SACRAMENTO,0,0.0,543,0.00653254413252071,543,0.0014449609263490926
Plastic,PETE Plastic Containers,SACRAMENTO,2812,0.00961388772039072,769,0.00925575177699064,3581,0.009534670123993923
Plastic,HDPE Plastic Containers,SACRAMENTO,2417,0.00826413431950899,387,0.00466298875785393,2805,0.007467581778702941
Plastic,Miscellaneous Plastic Containers,SACRAMENTO,2567,0.00877477722168305,530,0.00638361235962469,3097,0.008245865403555
Plastic,Plastic Trash Bags,SACRAMENTO,4421,0.0151150299043524,936,0.0112707745793956,5357,0.014264702891968547
Plastic,Plastic Grocery and Other Merchandise Bags,SACRAMENTO,3680,0.0125811370168076,730,0.0087813977992591,4409,0.011740656709550148
Plastic,Non-Bag Commercial and Industrial Packaging Film,SACRAMENTO,280,0.000957800470564335,140,0.00168720787646775,420,0.0011191411641041109
Plastic,Film Products,SACRAMENTO,504,0.00172238470787362,1,1.60033976566839e-05,505,0.001344943045223203
Plastic,Other Film - Other,SACRAMENTO,7186,0.0245688241743318,1785,0.0214910767881785,8972,0.023888044278483084
Plastic,Durable Plastic Items - #2 and #5 Bulky Rigids,SACRAMENTO,3461,0.0118331141709202,139,0.0016786981816595801,3601,0.009587016167336669
Plastic,Durable Plastic Items - Other,SACRAMENTO,2785,0.00952280006757048,935,0.0112605235062998,3721,0.009907174427517734
Plastic,Remainder / Composite Plastic,SACRAMENTO,8645,0.0295565632242158,2796,0.0336593115318444,11441,0.030464067387204224
Other Organic,Food,SACRAMENTO,74905,0.256091555788151,20578,0.247713326035693,95484,0.2542383398926763
Other Organic,Leaves and Grass,SACRAMENTO,6976,0.0238484036474808,2482,0.0298758256509316,9457,0.025181634484490463
Other Organic,Prunings and Trimmings,SACRAMENTO,5965,0.020392593304118998,645,0.00776987682463602,6610,0.01760052152821847
Other Organic,Branches and Stumps,SACRAMENTO,2381,0.00813992388384503,0,0.0,2381,0.006339419866266617
Other Organic,Manures,SACRAMENTO,16,5.5204638072872305e-05,0,0.0,16,4.299369187023811e-05
Other Organic,Textiles,SACRAMENTO,21319,0.0728866836476133,6189,0.0744969455238916,27508,0.07324286424818949
Other Organic,Carpet,SACRAMENTO,2981,0.0101907761882522,520,0.006261910364042079,3501,0.00932173382348805
Other Organic,Remainder / Composite Organic,SACRAMENTO,23390,0.0799683346196014,6210,0.0747577651799157,29601,0.07881578683857794
Inerts and Other,Concrete,SACRAMENTO,1530,0.00523063945740465,316,0.00380054474914847,1846,0.004914310790886876
Inerts and Other,Asphalt Paving,SACRAMENTO,0,0.0,0,0.0,0,0.0
Inerts and Other,Asphalt Roofing,SACRAMENTO,192,0.0006569351930671809,0,0.0,192,0.0005116249332558341
Inerts and Other,Clean Dimensional Lumber,SACRAMENTO,1312,0.004485376843420879,433,0.00520836277968044,1745,0.004645297145067869
Inerts and Other,Clean Engineered Wood,SACRAMENTO,891,0.00304453578971891,110,0.00131834677248041,1000,0.002662712776999345
Inerts and Other,Clean Pallets & Crates,SACRAMENTO,216,0.0007369819182728459,1654,0.0199110136755632,1870,0.004978166689139506
Inerts and Other,Other Wood Waste,SACRAMENTO,8384,0.028665008319339002,1753,0.0211054469970467,10138,0.026992877138981047
Inerts and Other,Gypsum Board,SACRAMENTO,476,0.00162853682314973,344,0.00414580933333641,821,0.00218534292264238
Inerts and Other,"Rock, Soil and Fines",SACRAMENTO,3089,0.0105606472633405,245,0.00294628003745275,3334,0.008876393334536894
Inerts and Other,Remainder / Composite Inerts and Other,SACRAMENTO,2485,0.00849599379941505,209,0.0025126578056591698,2694,0.007172514532408665
Household Hazardous Waste (HHW),Paint,SACRAMENTO,40,0.000138011595182181,0,4.0077500773254e-06,41,0.00010837072078025996
Household Hazardous Waste (HHW),Vehicle and Equipment Fluids,SACRAMENTO,0,0.0,0,0.0,0,0.0
Household Hazardous Waste (HHW),Used Oil,SACRAMENTO,0,0.0,0,0.0,0,0.0
Household Hazardous Waste (HHW),Batteries,SACRAMENTO,388,0.00132767154565258,30,0.00036110161962440697,418,0.0011138718762799804
Household Hazardous Waste (HHW),Remainder / Composite Household Hazardous,SACRAMENTO,927,0.00316874622538287,38,0.00045538993466306504,965,0.002568567529331604
Special Waste,Ash,SACRAMENTO,0,0.0,77,0.000931303337992967,77,0.00020599890435934283
Special Waste,Treated Medical Waste,SACRAMENTO,0,0.0,614,0.0073855680185596,614,0.0016336448693220185
Special Waste,Bulky Items,SACRAMENTO,136,0.000466479191715771,2338,0.0281400658522521,2474,0.006587716278709717
Special Waste,Tires,SACRAMENTO,1321,0.00451573939436096,0,0.0,1321,0.0035168839949854826
Special Waste,Remainder / Composite Special Waste,SACRAMENTO,258,0.000883274209165957,17,0.00020231600461172,275,0.0007326501983522671
Mixed Residue,Mixed Residue,SACRAMENTO,15908,0.0543876094293938,2864,0.0344700708823858,18772,0.049981965262949714
Paper,Uncoated Corrugated Cardboard,MARIPOSA,60,0.0205731672386676,54,0.0356791218393351,114,0.0257067492306591
Paper,Paper Bags,MARIPOSA,11,0.0037190066107415,8,0.00527466562364938,19,0.004247679131310989
Paper,Newspaper,MARIPOSA,21,0.00709212559665615,70,0.0464310841690457,91,0.02046101055954324
Paper,White Ledger Paper,MARIPOSA,6,0.0021725173129619802,8,0.0052869012166633,14,0.0032309042568419003
Paper,Other Office Paper,MARIPOSA,12,0.0039791369732145795,9,0.0058879491862709995,21,0.00462782447837939
Paper,Magazines and Catalogs,MARIPOSA,30,0.0103880630464524,11,0.007478042212656609,42,0.009399126501652108
Paper,Phone Books and Directories,MARIPOSA,6,0.00208390147519643,0,0.000306365386920027,7,0.0014798266256342875
Paper,Other Miscellaneous Paper - Compostable,MARIPOSA,7,0.00240977907214072,4,0.00295972626349685,12,0.002596672192948019
Paper,Other Miscellaneous Paper - Other,MARIPOSA,126,0.0430472871261769,71,0.0471909615637325,198,0.044455466419418714
Paper,Remainder / Composite Paper - Compostable,MARIPOSA,266,0.0907854965031047,102,0.0676951863054057,369,0.08293852464637956
Paper,Remainder / Composite Paper - Other,MARIPOSA,28,0.00937326877526624,16,0.0109194056132361,44,0.009898705296054274
Glass,Clear Glass Bottles and Containers,MARIPOSA,43,0.0147765480186356,25,0.0164193762236836,68,0.015334843969624187
Glass,Green Glass Bottles and Containers,MARIPOSA,32,0.0109054651959868,2,0.00148785037811019,34,0.007704998948429863
Glass,Brown Glass Bottles and Containers,MARIPOSA,19,0.0064632390060619,10,0.00682128720880721,29,0.006584917500037846
Glass,Other Glass Colored Bottles and Containers,MARIPOSA,3,0.0010548143269512801,1,0.000619255891282891,4,0.0009067948868750844
Glass,Flat Glass,MARIPOSA,1,0.00036875622812117796,1,0.000579854656700671,2,0.0004404955600694882
Glass,Remainder / Composite Glass,MARIPOSA,18,0.00602587696805771,6,0.00398097723909204,24,0.005330941712288927
Metal,Tin/Steel Cans,MARIPOSA,37,0.0125434289069437,14,0.00929533537355549,51,0.011439602309280749
Metal,Major Appliances,MARIPOSA,0,0.0,0,1.0932797618282001e-05,0,3.7153834007167e-06
Metal,Used Oil Filters,MARIPOSA,2,0.000611735138123505,0,0.0,2,0.00040384410627832153
Metal,Other Ferrous,MARIPOSA,31,0.0104046427838408,11,0.007565485675041571,42,0.009439788447159396
Metal,Aluminum Cans,MARIPOSA,10,0.0032502002432076,3,0.00227739446282066,13,0.002919603576666647
Metal,Other Non-Ferrous,MARIPOSA,32,0.010888313743515999,12,0.00768714263469483,44,0.0098004331830381
Metal,Remainder / Composite Metal,MARIPOSA,36,0.0121861069804696,13,0.008523796569680971,49,0.01094151362169724
Electronics,Brown Goods,MARIPOSA,0,0.0,7,0.00453436039488614,7,0.0015409493463828092
Electronics,Computer-related Electronics,MARIPOSA,8,0.00262417222802513,3,0.00201706805339667,11,0.002417854974960049
Electronics,Other Small Consumer Electronics,MARIPOSA,15,0.00509398138381349,4,0.00261664724282099,19,0.004252088350864556
Electronics,Video Display Devices,MARIPOSA,19,0.00634603741417842,10,0.00653254413252071,28,0.006409419541026935
Plastic,PETE Plastic Containers,MARIPOSA,33,0.0112199084912839,14,0.00925575177699064,47,0.010552412804682302
Plastic,HDPE Plastic Containers,MARIPOSA,19,0.0063717645928845395,7,0.00466298875785393,26,0.005791057111168967
Plastic,Miscellaneous Plastic Containers,MARIPOSA,18,0.006114492805823261,10,0.00638361235962469,28,0.006205949938563929
Plastic,Plastic Trash Bags,MARIPOSA,51,0.0173063872580716,17,0.0112707745793956,68,0.015255254881669669
Plastic,Plastic Grocery and Other Merchandise Bags,MARIPOSA,21,0.0070178026359495604,13,0.0087813977992591,34,0.007617139825214586
Plastic,Non-Bag Commercial and Industrial Packaging Film,MARIPOSA,6,0.0020095785144898302,3,0.00168720787646775,8,0.001900024623600747
Plastic,Film Products,MARIPOSA,0,5.71715082358416e-06,0,1.60033976566839e-05,0,9.212811502006103e-06
Plastic,Other Film - Other,MARIPOSA,80,0.0273994453220271,32,0.0214910767881785,113,0.025391555379998924
Plastic,Durable Plastic Items - #2 and #5 Bulky Rigids,MARIPOSA,27,0.0092760772112653,3,0.0016786981816595801,30,0.006694196806898505
Plastic,Durable Plastic Items - Other,MARIPOSA,30,0.0100621854495081,17,0.0112605235062998,47,0.010469426622362684
Plastic,Remainder / Composite Plastic,MARIPOSA,54,0.0183349026912344,51,0.0336593115318444,105,0.023542723801632456
Other Organic,Food,MARIPOSA,733,0.249822339538157,374,0.247713326035693,1107,0.2491056159663386
Other Organic,Leaves and Grass,MARIPOSA,61,0.0206846516797275,45,0.0298758256509316,106,0.02380816465399193
Other Organic,Prunings and Trimmings,MARIPOSA,29,0.00987637804774164,12,0.00776987682463602,41,0.009160508244679656
Other Organic,Branches and Stumps,MARIPOSA,19,0.0065347033913567,0,0.0,19,0.0043139608736086155
Other Organic,Manures,MARIPOSA,14,0.0048367095967522,0,0.0,14,0.0031930104103874784
Other Organic,Textiles,MARIPOSA,101,0.0343263452598817,113,0.0744969455238916,213,0.047977853924795734
Other Organic,Carpet,MARIPOSA,25,0.00844994891725739,9,0.006261910364042079,34,0.007706369606217163
Other Organic,Remainder / Composite Organic,MARIPOSA,214,0.0730366017712877,113,0.0747577651799157,327,0.07362151902500544
Inerts and Other,Concrete,MARIPOSA,5,0.00158365077813281,6,0.00380054474914847,10,0.0023370362654198985
Inerts and Other,Asphalt Paving,MARIPOSA,0,0.0,0,0.0,0,0.0
Inerts and Other,Asphalt Roofing,MARIPOSA,62,0.0212249224325562,0,0.0,62,0.0140118807902642
Inerts and Other,Clean Dimensional Lumber,MARIPOSA,5,0.0017322966995459998,8,0.00520836277968044,13,0.002913597100856761
Inerts and Other,Clean Engineered Wood,MARIPOSA,23,0.007741022215132959,2,0.00131834677248041,25,0.005558351085474575
Inerts and Other,Clean Pallets & Crates,MARIPOSA,23,0.0077238707626622,30,0.0199110136755632,53,0.011865528740949177
Inerts and Other,Other Wood Waste,MARIPOSA,43,0.0145787346001396,32,0.0211054469970467,75,0.016796761471886548
Inerts and Other,Gypsum Board,MARIPOSA,1,0.000463089216710317,6,0.00414580933333641,8,0.0017146185752998874
Inerts and Other,"Rock, Soil and Fines",MARIPOSA,48,0.0164854043998049,4,0.00294628003745275,53,0.011884291338679106
Inerts and Other,Remainder / Composite Inerts and Other,MARIPOSA,9,0.00322447306450147,4,0.0025126578056591698,13,0.002982570974165773
Household Hazardous Waste (HHW),Paint,MARIPOSA,1,0.000463089216710317,0,4.0077500773254e-06,1,0.0003070757496858605
Household Hazardous Waste (HHW),Vehicle and Equipment Fluids,MARIPOSA,0,0.0,0,0.0,0,0.0
Household Hazardous Waste (HHW),Used Oil,MARIPOSA,0,0.0,0,0.0,0,0.0
Household Hazardous Waste (HHW),Batteries,MARIPOSA,10,0.00355606781226935,1,0.00036110161962440697,11,0.002470295919981325
Household Hazardous Waste (HHW),Remainder / Composite Household Hazardous,MARIPOSA,6,0.00219824449166811,1,0.00045538993466306504,7,0.0016059557548738074
Special Waste,Ash,MARIPOSA,3,0.000897592679302713,1,0.000931303337992967,4,0.0009090488523791773
Special Waste,Treated Medical Waste,MARIPOSA,0,0.0,11,0.0073855680185596,11,0.002509898909601555
Special Waste,Bulky Items,MARIPOSA,40,0.0135782332060124,43,0.0281400658522521,82,0.018526901715834803
Special Waste,Tires,MARIPOSA,12,0.00412778289462777,0,0.0,12,0.0027250041563826976
Special Waste,Remainder / Composite Special Waste,MARIPOSA,0,0.000142928770589604,0,0.00020231600461172,1,0.0001631108274797159
Mixed Residue,Mixed Residue,MARIPOSA,230,0.0784255881375981,52,0.0344700708823858,282,0.06348781970156303
Paper,Uncoated Corrugated Cardboard,YUBA,389,0.0257667648205132,125,0.0356791218393351,515,0.027638102434076914
Paper,Paper Bags,YUBA,46,0.0030114130068751898,19,0.00527466562364938,64,0.0034386887539779123
Paper,Newspaper,YUBA,197,0.0130255343532942,163,0.0464310841690457,360,0.019332113278295624
Paper,White Ledger Paper,YUBA,22,0.00143532058989468,19,0.0052869012166633,40,0.002162454175262861
Paper,Other Office Paper,YUBA,38,0.00248144848137561,21,0.0058879491862709995,58,0.003124556158752195
Paper,Magazines and Catalogs,YUBA,114,0.007571316111694441,26,0.007478042212656609,141,0.0075537070853748875
Paper,Phone Books and Directories,YUBA,5,0.00031742666891901604,1,0.000306365386920027,6,0.000315338427644046
Paper,Other Miscellaneous Paper - Compostable,YUBA,34,0.0022330276100476897,10,0.00295972626349685,44,0.00237021985618484
Paper,Other Miscellaneous Paper - Other,YUBA,807,0.0533966861759858,166,0.0471909615637325,973,0.052225117611185666
Paper,Remainder / Composite Paper - Compostable,YUBA,1207,0.0798562692043134,238,0.0676951863054057,1445,0.0775603983224253
Paper,Remainder / Composite Paper - Other,YUBA,160,0.0105937700461842,38,0.0109194056132361,199,0.010655246250459455
Glass,Clear Glass Bottles and Containers,YUBA,212,0.0140468201576424,58,0.0164193762236836,270,0.014494731123544971
Glass,Green Glass Bottles and Containers,YUBA,34,0.00222198668243311,5,0.00148785037811019,39,0.0020833902943940704
Glass,Brown Glass Bottles and Containers,YUBA,81,0.005368651052586829,24,0.00682128720880721,105,0.005642891848473831
Glass,Other Glass Colored Bottles and Containers,YUBA,4,0.000256701567038856,2,0.000619255891282891,6,0.0003251476028938754
Glass,Flat Glass,YUBA,4,0.00023737994371335097,2,0.000579854656700671,6,0.00030203518271358827
Glass,Remainder / Composite Glass,YUBA,30,0.00199840789823798,14,0.00398097723909204,44,0.0023726939103331504
Metal,Tin/Steel Cans,YUBA,181,0.0119628450703914,33,0.00929533537355549,214,0.011459250292604809
Metal,Major Appliances,YUBA,0,0.0,0,1.0932797618282001e-05,0,2.063984919603154e-06
Metal,Used Oil Filters,YUBA,0,0.0,0,0.0,0,0.0
Metal,Other Ferrous,YUBA,126,0.00832982783881571,27,0.007565485675041571,153,0.008185528936144302
Metal,Aluminum Cans,YUBA,52,0.00342544779242173,8,0.00227739446282066,60,0.003208708688495177
Metal,Other Non-Ferrous,YUBA,44,0.0029010037307294397,27,0.00768714263469483,71,0.003804571039465817
Metal,Remainder / Composite Metal,YUBA,82,0.00541005453114149,30,0.008523796569680971,112,0.005997892780368112
Electronics,Brown Goods,YUBA,0,0.0,16,0.00453436039488614,16,0.0008560344572226211
Electronics,Computer-related Electronics,YUBA,55,0.0036214242575804204,7,0.00201706805339667,62,0.0033185404828392053
Electronics,Other Small Consumer Electronics,YUBA,122,0.00805435669483207,9,0.00261664724282099,131,0.007027780451678486
Electronics,Video Display Devices,YUBA,0,0.0,23,0.00653254413252071,23,0.0012332682856598574
Plastic,PETE Plastic Containers,YUBA,145,0.00961388772039072,33,0.00925575177699064,178,0.009546275823403848
Plastic,HDPE Plastic Containers,YUBA,125,0.00826413431950899,16,0.00466298875785393,141,0.007584279959073123
Plastic,Miscellaneous Plastic Containers,YUBA,133,0.00877477722168305,22,0.00638361235962469,155,0.008323353131720891
Plastic,Plastic Trash Bags,YUBA,228,0.0151150299043524,40,0.0112707745793956,268,0.01438927925069109
Plastic,Plastic Grocery and Other Merchandise Bags,YUBA,190,0.0125811370168076,31,0.0087813977992591,221,0.0118637904860047
Plastic,Non-Bag Commercial and Industrial Packaging Film,YUBA,14,0.000957800470564335,6,0.00168720787646775,20,0.001095504097631757
Plastic,Film Products,YUBA,26,0.00172238470787362,0,1.60033976566839e-05,26,0.001400239780806556
Plastic,Other Film - Other,YUBA,371,0.0245688241743318,76,0.0214910767881785,447,0.023987781296455245
Plastic,Durable Plastic Items - #2 and #5 Bulky Rigids,YUBA,179,0.0118331141709202,6,0.0016786981816595801,185,0.009916078641591108
Plastic,Durable Plastic Items - Other,YUBA,144,0.00952280006757048,40,0.0112605235062998,184,0.009850862023641141
Plastic,Remainder / Composite Plastic,YUBA,447,0.0295565632242158,118,0.0336593115318444,565,0.030331114343840712
Other Organic,Food,YUBA,3871,0.256091555788151,871,0.247713326035693,4742,0.2545098435434163
Other Organic,Leaves and Grass,YUBA,360,0.0238484036474808,105,0.0298758256509316,466,0.02498631075539282
Other Organic,Prunings and Trimmings,YUBA,308,0.020392593304118998,27,0.00776987682463602,336,0.018009571376180568
Other Organic,Branches and Stumps,YUBA,123,0.00813992388384503,0,0.0,123,0.006603201012941493
Other Organic,Manures,YUBA,1,5.5204638072872305e-05,0,0.0,1,4.478264505216334e-05
Other Organic,Textiles,YUBA,1102,0.0728866836476133,262,0.0744969455238916,1364,0.07319068234449694
Other Organic,Carpet,YUBA,154,0.0101907761882522,22,0.006261910364042079,176,0.009449052057298409
Other Organic,Remainder / Composite Organic,YUBA,1209,0.0799683346196014,263,0.0747577651799157,1472,0.07898463976659575
Inerts and Other,Concrete,YUBA,79,0.00523063945740465,13,0.00380054474914847,92,0.004960654224484108
Inerts and Other,Asphalt Paving,YUBA,0,0.0,0,0.0,0,0.0
Inerts and Other,Asphalt Roofing,YUBA,10,0.0006569351930671809,0,0.0,10,0.0005329134761207444
Inerts and Other,Clean Dimensional Lumber,YUBA,68,0.004485376843420879,18,0.00520836277968044,86,0.004621868171773064
Inerts and Other,Clean Engineered Wood,YUBA,46,0.00304453578971891,5,0.00131834677248041,51,0.002718651398151373
Inerts and Other,Clean Pallets & Crates,YUBA,11,0.0007369819182728459,70,0.0199110136755632,81,0.004356815905582869
Inerts and Other,Other Wood Waste,YUBA,433,0.028665008319339002,74,0.0211054469970467,507,0.0272378511439482
Inerts and Other,Gypsum Board,YUBA,25,0.00162853682314973,15,0.00414580933333641,39,0.0021037685690359523
