SWIS Number,Site Name,Activity,Waste Type,Site Is Archived,Site Operational Status,Site Regulatory Status,Site Type,Latitude,Longitude,Point of Contact,Activity Is Archived,Activity Operational Status,Activity Regulatory Status,Activity Category,Activity Classification
26-AA-0017,Pumice Valley Transfer Station (LVTS),Limited Volume Transfer Operation,Mixed municipal,No,Active,Notification,Non-Disposal Only,37.90472,-119.06611,Christine Karl,No,Active,Notification,Transfer/Processing,Solid Waste Operation
26-AA-0017,Pumice Valley Transfer Station (LVTS),Limited Volume Transfer Operation,Green Materials,No,Active,Notification,Non-Disposal Only,37.90472,-119.06611,Christine Karl,No,Active,Notification,Transfer/Processing,Solid Waste Operation
13-AA-0098,Salton City Solid Waste Transfer Station,Limited Volume Transfer Operation,Construction/demolition,Yes,Closed,Notification,Non-Disposal Only,33.22412,-115.98507,Gina Weber,Yes,Closed,Notification,Transfer/Processing,Solid Waste Operation
13-AA-0098,Salton City Solid Waste Transfer Station,Limited Volume Transfer Operation,Mixed municipal,Yes,Closed,Notification,Non-Disposal Only,33.22412,-115.98507,Gina Weber,Yes,Closed,Notification,Transfer/Processing,Solid Waste Operation
19-AA-0394,RD 518,Limited Volume Transfer Operation,Construction/demolition,No,Active,Notification,Non-Disposal Only,34.138,-117.87793,Nai Teurn,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AA-0394,RD 518,Limited Volume Transfer Operation,Inert,No,Active,Notification,Non-Disposal Only,34.138,-117.87793,Nai Teurn,No,Active,Notification,Transfer/Processing,Solid Waste Operation
15-AA-0378,"K.C.S. Construction Services, Inc.",Limited Volume Transfer Operation,Construction/demolition,Yes,Closed,Notification,Non-Disposal Only,35.389,-119.0799,Christine Karl,Yes,Closed,Notification,Transfer/Processing,Solid Waste Operation
19-AR-1219,East Valley Bulky Item Drop-off Center,Limited Volume Transfer Operation,Metals,No,Active,Notification,Non-Disposal Only,34.23922,-118.37064,Benjamin Escotto,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AR-1219,East Valley Bulky Item Drop-off Center,Limited Volume Transfer Operation,Mixed municipal,No,Active,Notification,Non-Disposal Only,34.23922,-118.37064,Benjamin Escotto,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AR-1219,East Valley Bulky Item Drop-off Center,Limited Volume Transfer Operation,Tires,No,Active,Notification,Non-Disposal Only,34.23922,-118.37064,Benjamin Escotto,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AR-1219,East Valley Bulky Item Drop-off Center,Limited Volume Transfer Operation,"Tires, Passenger",No,Active,Notification,Non-Disposal Only,34.23922,-118.37064,Benjamin Escotto,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AR-1219,East Valley Bulky Item Drop-off Center,Limited Volume Transfer Operation,Wood waste,No,Active,Notification,Non-Disposal Only,34.23922,-118.37064,Benjamin Escotto,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AR-1269,Mister Demo,Limited Volume Transfer Operation,Construction/demolition,No,Active,Notification,Non-Disposal Only,34.24999,-118.39918,Benjamin Escotto,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AR-1269,Mister Demo,Limited Volume Transfer Operation,Mixed municipal,No,Active,Notification,Non-Disposal Only,34.24999,-118.39918,Benjamin Escotto,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AA-1056,Olive and Center Yard  (LVTO),Limited Volume Transfer Operation,Green Materials,No,Active,Notification,Non-Disposal Only,34.09922,-117.97877,Nai Teurn,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AA-1056,Olive and Center Yard  (LVTO),Limited Volume Transfer Operation,Mixed municipal,No,Active,Notification,Non-Disposal Only,34.09922,-117.97877,Nai Teurn,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AR-1272,365 Disposal & Recycling (Sutter St),Limited Volume Transfer Operation,Construction/demolition,No,Active,Notification,Non-Disposal Only,34.2366,-118.38866,Benjamin Escotto,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AR-1272,365 Disposal & Recycling (Sutter St),Limited Volume Transfer Operation,Green Materials,No,Active,Notification,Non-Disposal Only,34.2366,-118.38866,Benjamin Escotto,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AR-1272,365 Disposal & Recycling (Sutter St),Limited Volume Transfer Operation,Industrial,No,Active,Notification,Non-Disposal Only,34.2366,-118.38866,Benjamin Escotto,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AR-1272,365 Disposal & Recycling (Sutter St),Limited Volume Transfer Operation,Mixed municipal,No,Active,Notification,Non-Disposal Only,34.2366,-118.38866,Benjamin Escotto,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AR-1272,365 Disposal & Recycling (Sutter St),Limited Volume Transfer Operation,Wood waste,No,Active,Notification,Non-Disposal Only,34.2366,-118.38866,Benjamin Escotto,No,Active,Notification,Transfer/Processing,Solid Waste Operation
15-AA-0411,Buttonwillow Transfer Station,Limited Volume Transfer Operation,Metals,No,Inactive,Notification,Non-Disposal Only,35.41278,-119.46811,Christine Karl,No,Inactive,Notification,Transfer/Processing,Solid Waste Operation
15-AA-0411,Buttonwillow Transfer Station,Limited Volume Transfer Operation,Mixed municipal,No,Inactive,Notification,Non-Disposal Only,35.41278,-119.46811,Christine Karl,No,Inactive,Notification,Transfer/Processing,Solid Waste Operation
15-AA-0411,Buttonwillow Transfer Station,Limited Volume Transfer Operation,Other designated,No,Inactive,Notification,Non-Disposal Only,35.41278,-119.46811,Christine Karl,No,Inactive,Notification,Transfer/Processing,Solid Waste Operation
15-AA-0411,Buttonwillow Transfer Station,Limited Volume Transfer Operation,Other hazardous,No,Inactive,Notification,Non-Disposal Only,35.41278,-119.46811,Christine Karl,No,Inactive,Notification,Transfer/Processing,Solid Waste Operation
15-AA-0411,Buttonwillow Transfer Station,Limited Volume Transfer Operation,Tires,No,Inactive,Notification,Non-Disposal Only,35.41278,-119.46811,Christine Karl,No,Inactive,Notification,Transfer/Processing,Solid Waste Operation
15-AA-0411,Buttonwillow Transfer Station,Limited Volume Transfer Operation,Wood waste,No,Inactive,Notification,Non-Disposal Only,35.41278,-119.46811,Christine Karl,No,Inactive,Notification,Transfer/Processing,Solid Waste Operation
19-AR-1231,Tarzana Cal Trans - Limited Vol. T/S Op.,Limited Volume Transfer Operation,Green Materials,No,Active,Notification,Non-Disposal Only,34.17395,-118.52576,Benjamin Escotto,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AR-1231,Tarzana Cal Trans - Limited Vol. T/S Op.,Limited Volume Transfer Operation,Inert,No,Active,Notification,Non-Disposal Only,34.17395,-118.52576,Benjamin Escotto,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AR-1231,Tarzana Cal Trans - Limited Vol. T/S Op.,Limited Volume Transfer Operation,Mixed municipal,No,Active,Notification,Non-Disposal Only,34.17395,-118.52576,Benjamin Escotto,No,Active,Notification,Transfer/Processing,Solid Waste Operation
10-AA-0211,"Road maintenance Area 11, Fresno",Limited Volume Transfer Operation,Construction/demolition,No,Active,Notification,Non-Disposal Only,37.07773,-119.48546,Kate Whitney,No,Active,Notification,Transfer/Processing,Solid Waste Operation
10-AA-0211,"Road maintenance Area 11, Fresno",Limited Volume Transfer Operation,Green Materials,No,Active,Notification,Non-Disposal Only,37.07773,-119.48546,Kate Whitney,No,Active,Notification,Transfer/Processing,Solid Waste Operation
10-AA-0211,"Road maintenance Area 11, Fresno",Limited Volume Transfer Operation,Inert,No,Active,Notification,Non-Disposal Only,37.07773,-119.48546,Kate Whitney,No,Active,Notification,Transfer/Processing,Solid Waste Operation
10-AA-0211,"Road maintenance Area 11, Fresno",Limited Volume Transfer Operation,Metals,No,Active,Notification,Non-Disposal Only,37.07773,-119.48546,Kate Whitney,No,Active,Notification,Transfer/Processing,Solid Waste Operation
10-AA-0211,"Road maintenance Area 11, Fresno",Limited Volume Transfer Operation,Tires,No,Active,Notification,Non-Disposal Only,37.07773,-119.48546,Kate Whitney,No,Active,Notification,Transfer/Processing,Solid Waste Operation
39-AA-0049,"Western Organics, Inc - Gro-Well Brands",Limited Volume Transfer Operation,Construction/demolition,No,Closed,Notification,Non-Disposal Only,37.9064,-121.2737,Christine Karl,No,Closed,Notification,Transfer/Processing,Solid Waste Operation
19-AA-1084,"CalTrans Garey Maintenance, Route 071",Limited Volume Transfer Operation,Construction/demolition,Yes,Closed,Notification,Non-Disposal Only,34.02483,-117.74832,Nai Teurn,Yes,Closed,Notification,Transfer/Processing,Solid Waste Operation
19-AA-1084,"CalTrans Garey Maintenance, Route 071",Limited Volume Transfer Operation,Green Materials,Yes,Closed,Notification,Non-Disposal Only,34.02483,-117.74832,Nai Teurn,Yes,Closed,Notification,Transfer/Processing,Solid Waste Operation
19-AA-1084,"CalTrans Garey Maintenance, Route 071",Limited Volume Transfer Operation,Inert,Yes,Closed,Notification,Non-Disposal Only,34.02483,-117.74832,Nai Teurn,Yes,Closed,Notification,Transfer/Processing,Solid Waste Operation
19-AA-1084,"CalTrans Garey Maintenance, Route 071",Limited Volume Transfer Operation,Metals,Yes,Closed,Notification,Non-Disposal Only,34.02483,-117.74832,Nai Teurn,Yes,Closed,Notification,Transfer/Processing,Solid Waste Operation
19-AA-1084,"CalTrans Garey Maintenance, Route 071",Limited Volume Transfer Operation,Mixed municipal,Yes,Closed,Notification,Non-Disposal Only,34.02483,-117.74832,Nai Teurn,Yes,Closed,Notification,Transfer/Processing,Solid Waste Operation
19-AA-1084,"CalTrans Garey Maintenance, Route 071",Limited Volume Transfer Operation,Tires,Yes,Closed,Notification,Non-Disposal Only,34.02483,-117.74832,Nai Teurn,Yes,Closed,Notification,Transfer/Processing,Solid Waste Operation
27-AA-0118,Cannery Row Resource Recovery Center,Limited Volume Transfer Operation,Food Wastes,No,Active,Notification,Non-Disposal Only,36.61613,-121.9013,Eric Kiruja,No,Active,Notification,Transfer/Processing,Solid Waste Operation
27-AA-0118,Cannery Row Resource Recovery Center,Limited Volume Transfer Operation,Mixed municipal,No,Active,Notification,Non-Disposal Only,36.61613,-121.9013,Eric Kiruja,No,Active,Notification,Transfer/Processing,Solid Waste Operation
30-AB-0451,OC Public Works Capistrano Yard LVTO,Limited Volume Transfer Operation,Construction/demolition,No,Active,Notification,Non-Disposal Only,33.46758,-117.68426,Megan Emslander,No,Active,Notification,Transfer/Processing,Solid Waste Operation
37-AA-0966,Coast Waste Management Inc. LVTO,Limited Volume Transfer Operation,Mixed municipal,No,Active,Notification,Non-Disposal Only,33.13482,-117.26643,Cody Oquendo,No,Active,Notification,Transfer/Processing,Solid Waste Operation
10-AA-0213,City of Selma Corporate Yard,Limited Volume Transfer Operation,Mixed municipal,No,Active,Notification,Non-Disposal Only,36.56105,-119.6042,Kate Whitney,No,Active,Notification,Transfer/Processing,Solid Waste Operation
10-AA-5223,Sierra High School Community Clean-up,Limited Volume Transfer Operation,Metals,Yes,Closed,Notification,Non-Disposal Only,37.03656,-119.4569,Kate Whitney,Yes,Closed,Notification,Transfer/Processing,Solid Waste Operation
10-AA-5223,Sierra High School Community Clean-up,Limited Volume Transfer Operation,Mixed municipal,Yes,Closed,Notification,Non-Disposal Only,37.03656,-119.4569,Kate Whitney,Yes,Closed,Notification,Transfer/Processing,Solid Waste Operation
10-AA-5223,Sierra High School Community Clean-up,Limited Volume Transfer Operation,Tires,Yes,Closed,Notification,Non-Disposal Only,37.03656,-119.4569,Kate Whitney,Yes,Closed,Notification,Transfer/Processing,Solid Waste Operation
10-AA-5223,Sierra High School Community Clean-up,Limited Volume Transfer Operation,Wood waste,Yes,Closed,Notification,Non-Disposal Only,37.03656,-119.4569,Kate Whitney,Yes,Closed,Notification,Transfer/Processing,Solid Waste Operation
30-AB-0435,City of Westminster Maintenance LVT Op.,Limited Volume Transfer Operation,Inert,No,Active,Notification,Non-Disposal Only,33.75142,-117.999,Megan Emslander,No,Active,Notification,Transfer/Processing,Solid Waste Operation
30-AB-0435,City of Westminster Maintenance LVT Op.,Limited Volume Transfer Operation,Mixed municipal,No,Active,Notification,Non-Disposal Only,33.75142,-117.999,Megan Emslander,No,Active,Notification,Transfer/Processing,Solid Waste Operation
30-AB-0439,Western Street Sweeper Transfer Stataion,Limited Volume Transfer Operation,Inert,No,Active,Notification,Non-Disposal Only,33.82431,-118.0024,Megan Emslander,No,Active,Notification,Transfer/Processing,Solid Waste Operation
30-AB-0439,Western Street Sweeper Transfer Stataion,Limited Volume Transfer Operation,Mixed municipal,No,Active,Notification,Non-Disposal Only,33.82431,-118.0024,Megan Emslander,No,Active,Notification,Transfer/Processing,Solid Waste Operation
30-AB-0410,City of Fullerton Maintenance Ser. Dept.,Limited Volume Transfer Operation,Mixed municipal,No,Active,Notification,Non-Disposal Only,33.52124,-117.57009,Megan Emslander,No,Active,Notification,Transfer/Processing,Solid Waste Operation
30-AB-0411,City of Cypress Maintenance Yard LVTSOp,Limited Volume Transfer Operation,Green Materials,No,Active,Notification,Non-Disposal Only,33.83452,-118.04074,Megan Emslander,No,Active,Notification,Transfer/Processing,Solid Waste Operation
30-AB-0411,City of Cypress Maintenance Yard LVTSOp,Limited Volume Transfer Operation,Mixed municipal,No,Active,Notification,Non-Disposal Only,33.83452,-118.04074,Megan Emslander,No,Active,Notification,Transfer/Processing,Solid Waste Operation
32-AA-0003,Greenville Transfer Station,Limited Volume Transfer Operation,Construction/demolition,No,Active,Notification,Non-Disposal Only,40.15461,-120.9524,Kate Whitney,No,Active,Notification,Transfer/Processing,Solid Waste Operation
32-AA-0003,Greenville Transfer Station,Limited Volume Transfer Operation,Mixed municipal,No,Active,Notification,Non-Disposal Only,40.15461,-120.9524,Kate Whitney,No,Active,Notification,Transfer/Processing,Solid Waste Operation
32-AA-0003,Greenville Transfer Station,Limited Volume Transfer Operation,Tires,No,Active,Notification,Non-Disposal Only,40.15461,-120.9524,Kate Whitney,No,Active,Notification,Transfer/Processing,Solid Waste Operation
32-AA-0003,Greenville Transfer Station,Limited Volume Transfer Operation,Green Materials,No,Active,Notification,Non-Disposal Only,40.15461,-120.9524,Kate Whitney,No,Active,Notification,Transfer/Processing,Solid Waste Operation
42-AA-0062,Lompoc Limited Volume Transfer Station,Limited Volume Transfer Operation,Mixed municipal,Yes,Absorbed,Notification,Non-Disposal Only,34.63034,-120.4829,Gina Weber,Yes,Absorbed,Notification,Transfer/Processing,Solid Waste Operation
37-AA-0206,Palomar Mountain Lvto,Limited Volume Transfer Operation,Mixed municipal,Yes,Closed,Notification,Non-Disposal Only,33.26795,-116.78224,Cody Oquendo,Yes,Closed,Notification,Transfer/Processing,Solid Waste Operation
37-AA-0208,Sunshine Summit Lvto,Limited Volume Transfer Operation,Mixed municipal,Yes,Closed,Notification,Non-Disposal Only,33.38333,-116.78333,Cody Oquendo,Yes,Closed,Notification,Transfer/Processing,Solid Waste Operation
47-AA-0052,McCloud Transfer Operation,Limited Volume Transfer Operation,Mixed municipal,Yes,Active,Notification,Non-Disposal Only,41.24668,-122.12343,Margaret Comotto,Yes,Active,Notification,Transfer/Processing,Solid Waste Operation
47-AA-0052,McCloud Transfer Operation,Limited Volume Transfer Operation,Green Materials,Yes,Active,Notification,Non-Disposal Only,41.24668,-122.12343,Margaret Comotto,Yes,Active,Notification,Transfer/Processing,Solid Waste Operation
47-AA-0052,McCloud Transfer Operation,Limited Volume Transfer Operation,Tires,Yes,Active,Notification,Non-Disposal Only,41.24668,-122.12343,Margaret Comotto,Yes,Active,Notification,Transfer/Processing,Solid Waste Operation
47-AA-0052,McCloud Transfer Operation,Limited Volume Transfer Operation,Metals,Yes,Active,Notification,Non-Disposal Only,41.24668,-122.12343,Margaret Comotto,Yes,Active,Notification,Transfer/Processing,Solid Waste Operation
45-AA-0002,Old Shasta Transfer Station,Limited Volume Transfer Operation,Mixed municipal,No,Active,Notification,Non-Disposal Only,40.59392,-122.48105,Kelsey Orr,No,Active,Notification,Transfer/Processing,Solid Waste Operation
45-AA-0004,Round Mountain Transfer Station,Limited Volume Transfer Operation,Construction/demolition,No,Active,Notification,Non-Disposal Only,40.79702,-121.93284,Kelsey Orr,No,Active,Notification,Transfer/Processing,Solid Waste Operation
45-AA-0004,Round Mountain Transfer Station,Limited Volume Transfer Operation,Mixed municipal,No,Active,Notification,Non-Disposal Only,40.79702,-121.93284,Kelsey Orr,No,Active,Notification,Transfer/Processing,Solid Waste Operation
15-AA-0268,Stallion Springs Transfer Station,Limited Volume Transfer Operation,Mixed municipal,No,Active,Notification,Non-Disposal Only,35.08287,-118.62575,Christine Karl,No,Active,Notification,Transfer/Processing,Solid Waste Operation
15-AA-0268,Stallion Springs Transfer Station,Limited Volume Transfer Operation,Construction/demolition,No,Active,Notification,Non-Disposal Only,35.08287,-118.62575,Christine Karl,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AA-0811,San Fernando Street MDY,Limited Volume Transfer Operation,Construction/demolition,No,Active,Notification,Non-Disposal Only,34.11432,-118.24552,Benjamin Escotto,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AA-0811,San Fernando Street MDY,Limited Volume Transfer Operation,Green Materials,No,Active,Notification,Non-Disposal Only,34.11432,-118.24552,Benjamin Escotto,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AA-0811,San Fernando Street MDY,Limited Volume Transfer Operation,Mixed municipal,No,Active,Notification,Non-Disposal Only,34.11432,-118.24552,Benjamin Escotto,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AA-0309,LA County Rd. Maintenance Div. #241 LVTO,Limited Volume Transfer Operation,Construction/demolition,No,Active,Notification,Non-Disposal Only,33.95481,-118.234,Nai Teurn,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AA-0309,LA County Rd. Maintenance Div. #241 LVTO,Limited Volume Transfer Operation,Green Materials,No,Active,Notification,Non-Disposal Only,33.95481,-118.234,Nai Teurn,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AA-0309,LA County Rd. Maintenance Div. #241 LVTO,Limited Volume Transfer Operation,Inert,No,Active,Notification,Non-Disposal Only,33.95481,-118.234,Nai Teurn,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AA-0309,LA County Rd. Maintenance Div. #241 LVTO,Limited Volume Transfer Operation,Metals,No,Active,Notification,Non-Disposal Only,33.95481,-118.234,Nai Teurn,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AA-0309,LA County Rd. Maintenance Div. #241 LVTO,Limited Volume Transfer Operation,Mixed municipal,No,Active,Notification,Non-Disposal Only,33.95481,-118.234,Nai Teurn,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AA-0309,LA County Rd. Maintenance Div. #241 LVTO,Limited Volume Transfer Operation,Tires,No,Active,Notification,Non-Disposal Only,33.95481,-118.234,Nai Teurn,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AA-0311,La Co Dept Public Wrks Roads Dept #551,Limited Volume Transfer Operation,Inert,No,Active,Notification,Non-Disposal Only,34.64926,-118.21595,Nai Teurn,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AA-0311,La Co Dept Public Wrks Roads Dept #551,Limited Volume Transfer Operation,Mixed municipal,No,Active,Notification,Non-Disposal Only,34.64926,-118.21595,Nai Teurn,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AA-0311,La Co Dept Public Wrks Roads Dept #551,Limited Volume Transfer Operation,Green Materials,No,Active,Notification,Non-Disposal Only,34.64926,-118.21595,Nai Teurn,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AA-0401,"Co of Los Angeles, R.M. Div. #448",Limited Volume Transfer Operation,Construction/demolition,No,Active,Notification,Non-Disposal Only,34.00792,-118.07144,Nai Teurn,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AA-0401,"Co of Los Angeles, R.M. Div. #448",Limited Volume Transfer Operation,Green Materials,No,Active,Notification,Non-Disposal Only,34.00792,-118.07144,Nai Teurn,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AA-0401,"Co of Los Angeles, R.M. Div. #448",Limited Volume Transfer Operation,Mixed municipal,No,Active,Notification,Non-Disposal Only,34.00792,-118.07144,Nai Teurn,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AR-1253,Universal Waste Systems Inc. (UWS),Limited Volume Transfer Operation,Mixed municipal,Yes,Absorbed,Notification,Non-Disposal Only,34.01603,-118.22908,Benjamin Escotto,Yes,Absorbed,Notification,Transfer/Processing,Solid Waste Operation
30-AB-0453,CalTrans Bolsa Chica Maintenance Station,Limited Volume Transfer Operation,Green Materials,No,Active,Notification,Non-Disposal Only,33.77363,-118.04219,Megan Emslander,No,Active,Notification,Transfer/Processing,Solid Waste Operation
30-AB-0453,CalTrans Bolsa Chica Maintenance Station,Limited Volume Transfer Operation,Mixed municipal,No,Active,Notification,Non-Disposal Only,33.77363,-118.04219,Megan Emslander,No,Active,Notification,Transfer/Processing,Solid Waste Operation
30-AB-0453,CalTrans Bolsa Chica Maintenance Station,Limited Volume Transfer Operation,Tires,No,Active,Notification,Non-Disposal Only,33.77363,-118.04219,Megan Emslander,No,Active,Notification,Transfer/Processing,Solid Waste Operation
36-AA-0466,Caltrans Dry Creek Maintenance Station,Limited Volume Transfer Operation,Metals,No,Active,Notification,Non-Disposal Only,34.20449,-117.0875,Megan Emslander,No,Active,Notification,Transfer/Processing,Solid Waste Operation
36-AA-0466,Caltrans Dry Creek Maintenance Station,Limited Volume Transfer Operation,Mixed municipal,No,Active,Notification,Non-Disposal Only,34.20449,-117.0875,Megan Emslander,No,Active,Notification,Transfer/Processing,Solid Waste Operation
36-AA-0466,Caltrans Dry Creek Maintenance Station,Limited Volume Transfer Operation,Tires,No,Active,Notification,Non-Disposal Only,34.20449,-117.0875,Megan Emslander,No,Active,Notification,Transfer/Processing,Solid Waste Operation
33-AA-0344,Hemet Maintenance Yard,Limited Volume Transfer Operation,Dead Animals,No,Active,Notification,Non-Disposal Only,33.75641,-116.96874,Theodore Tasiopoulos,No,Active,Notification,Transfer/Processing,Solid Waste Operation
33-AA-0344,Hemet Maintenance Yard,Limited Volume Transfer Operation,Green Materials,No,Active,Notification,Non-Disposal Only,33.75641,-116.96874,Theodore Tasiopoulos,No,Active,Notification,Transfer/Processing,Solid Waste Operation
33-AA-0344,Hemet Maintenance Yard,Limited Volume Transfer Operation,Inert,No,Active,Notification,Non-Disposal Only,33.75641,-116.96874,Theodore Tasiopoulos,No,Active,Notification,Transfer/Processing,Solid Waste Operation
33-AA-0344,Hemet Maintenance Yard,Limited Volume Transfer Operation,Metals,No,Active,Notification,Non-Disposal Only,33.75641,-116.96874,Theodore Tasiopoulos,No,Active,Notification,Transfer/Processing,Solid Waste Operation
33-AA-0344,Hemet Maintenance Yard,Limited Volume Transfer Operation,Mixed municipal,No,Active,Notification,Non-Disposal Only,33.75641,-116.96874,Theodore Tasiopoulos,No,Active,Notification,Transfer/Processing,Solid Waste Operation
33-AA-0344,Hemet Maintenance Yard,Limited Volume Transfer Operation,Tires,No,Active,Notification,Non-Disposal Only,33.75641,-116.96874,Theodore Tasiopoulos,No,Active,Notification,Transfer/Processing,Solid Waste Operation
33-AA-0344,Hemet Maintenance Yard,Limited Volume Transfer Operation,"Tires, Shreds",No,Active,Notification,Non-Disposal Only,33.75641,-116.96874,Theodore Tasiopoulos,No,Active,Notification,Transfer/Processing,Solid Waste Operation
08-AA-0024,Hambro Forest Products,Limited Volume Transfer Operation,Sludge (BioSolids),No,Active,Notification,Non-Disposal Only,41.75234,-124.17493,Eric Kiruja,No,Active,Notification,Transfer/Processing,Solid Waste Operation
10-AA-0224,City of Reedley Waste Water Treatment,Limited Volume Transfer Operation,Metals,No,Active,Notification,Non-Disposal Only,36.58179,-119.46501,Kate Whitney,No,Active,Notification,Transfer/Processing,Solid Waste Operation
10-AA-0224,City of Reedley Waste Water Treatment,Limited Volume Transfer Operation,Tires,No,Active,Notification,Non-Disposal Only,36.58179,-119.46501,Kate Whitney,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AA-1120,Caltrans- Pomona Maintenance Station,Limited Volume Transfer Operation,Green Materials,No,Active,Notification,Non-Disposal Only,34.02446,-117.74875,Nai Teurn,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AA-1120,Caltrans- Pomona Maintenance Station,Limited Volume Transfer Operation,Metals,No,Active,Notification,Non-Disposal Only,34.02446,-117.74875,Nai Teurn,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AA-1120,Caltrans- Pomona Maintenance Station,Limited Volume Transfer Operation,Mixed municipal,No,Active,Notification,Non-Disposal Only,34.02446,-117.74875,Nai Teurn,No,Active,Notification,Transfer/Processing,Solid Waste Operation
54-AA-0054,Mid Valley Disposal Kingsburg Recy. TS,Limited Volume Transfer Operation,Construction/demolition,No,Active,Notification,Non-Disposal Only,36.50366,-119.54459,Joy Isaacson,No,Active,Notification,Transfer/Processing,Solid Waste Operation
54-AA-0054,Mid Valley Disposal Kingsburg Recy. TS,Limited Volume Transfer Operation,Green Materials,No,Active,Notification,Non-Disposal Only,36.50366,-119.54459,Joy Isaacson,No,Active,Notification,Transfer/Processing,Solid Waste Operation
54-AA-0054,Mid Valley Disposal Kingsburg Recy. TS,Limited Volume Transfer Operation,Mixed municipal,No,Active,Notification,Non-Disposal Only,36.50366,-119.54459,Joy Isaacson,No,Active,Notification,Transfer/Processing,Solid Waste Operation
54-AA-0054,Mid Valley Disposal Kingsburg Recy. TS,Limited Volume Transfer Operation,Tires,No,Active,Notification,Non-Disposal Only,36.50366,-119.54459,Joy Isaacson,No,Active,Notification,Transfer/Processing,Solid Waste Operation
54-AA-0054,Mid Valley Disposal Kingsburg Recy. TS,Limited Volume Transfer Operation,Wood waste,No,Active,Notification,Non-Disposal Only,36.50366,-119.54459,Joy Isaacson,No,Active,Notification,Transfer/Processing,Solid Waste Operation
37-AB-0010,City of San Diego Env.Ser.Dept. LVTO,Limited Volume Transfer Operation,Green Materials,No,Active,Notification,Non-Disposal Only,32.87933,-117.1775,Cody Oquendo,No,Active,Notification,Transfer/Processing,Solid Waste Operation
37-AB-0010,City of San Diego Env.Ser.Dept. LVTO,Limited Volume Transfer Operation,Mixed municipal,No,Active,Notification,Non-Disposal Only,32.87933,-117.1775,Cody Oquendo,No,Active,Notification,Transfer/Processing,Solid Waste Operation
37-AA-0983,Caltrans Henshaw LVTO,Limited Volume Transfer Operation,Inert,No,Active,Notification,Non-Disposal Only,33.21263,-116.71097,Cody Oquendo,No,Active,Notification,Transfer/Processing,Solid Waste Operation
37-AA-0983,Caltrans Henshaw LVTO,Limited Volume Transfer Operation,Mixed municipal,No,Active,Notification,Non-Disposal Only,33.21263,-116.71097,Cody Oquendo,No,Active,Notification,Transfer/Processing,Solid Waste Operation
37-AA-0983,Caltrans Henshaw LVTO,Limited Volume Transfer Operation,Tires,No,Active,Notification,Non-Disposal Only,33.21263,-116.71097,Cody Oquendo,No,Active,Notification,Transfer/Processing,Solid Waste Operation
37-AA-0983,Caltrans Henshaw LVTO,Limited Volume Transfer Operation,Wood waste,No,Active,Notification,Non-Disposal Only,33.21263,-116.71097,Cody Oquendo,No,Active,Notification,Transfer/Processing,Solid Waste Operation
15-AA-0399,Dave Pearsons Recycling Center,Limited Volume Transfer Operation,Mixed municipal,No,Active,Notification,Non-Disposal Only,35.65014,-117.69619,Christine Karl,No,Active,Notification,Transfer/Processing,Solid Waste Operation
33-AA-0343,Perris Maintenace Yard,Limited Volume Transfer Operation,Dead Animals,No,Active,Notification,Non-Disposal Only,33.78529,-117.22176,Theodore Tasiopoulos,No,Active,Notification,Transfer/Processing,Solid Waste Operation
