SWIS Number,Site Name,Site Operational Status,Site Type,Site Regulatory Status,Latitude,Longitude,Is Archived,Operator,Started On,Contact Name,Contact First Name,Contact Last Name,Contact Title,Contact Email,Contact Phone,Street Address,OperatorCity,OperatorState,OperatorZip,County
19-AR-1188,Nelson`s Rubbish Transfer,Closed,Non-Disposal Only,Permitted,34.05,-118.25,Yes,Nelson  M                               ,4/9/1996,Mack Nelson,Mack,Nelson,Operator,,,1062 W 231st St,Torrance,CA,90502,Los Angeles
19-AA-0409,West Valley Waste Materials D S,Closed,Disposal Only,Unpermitted,34.1112,-118.0038,Yes,West Valley Base/Security Paving        ,4/9/1996,Albert Mattivi,Albert,Mattivi,President,,,4115 E Live Oak Ave Ste 108,Arcadia,CA,91006,Los Angeles
07-AA-0047,East Contra Costa Co Collection Cntr,Planned,Non-Disposal Only,Proposed,38,-121.8,Yes,Delta Diablo Sanitation District        ,4/11/1996, ,,,,,,,,CA,,Contra Costa
19-AA-0897,Gage Avenue Dump,Closed,Disposal Only,Unpermitted,33.975,-118.1267,Yes,Slotkin Properties                      ,4/12/1996,Mark Slotkin,Mark,Slotkin,Pres. Owner,,,4851 S Alameda St,Vernon,CA,90058,Los Angeles
19-AA-5543,Gage Avenue Dump,Closed,Disposal Only,Unpermitted,33.9751,-118.1267,No,Slotkin Properties                      ,10/3/2003,Mark Slotkin,Mark,Slotkin,Pres. Owner,,,4851 S Alameda St,Vernon,CA,90058,Los Angeles
29-AA-0011,Arborgast Ranch Illegal Dump,Clean Closed,Disposal Only,Unpermitted,39.25,-121.01667,Yes,Thompson C                              ,4/18/1996,Carl Thompson,Carl,Thompson,Property Owner,,,415 Placerado Ave,Auburn,CA,95603,Nevada
34-AA-0032,K And M Recycling Facility,Planned,Non-Disposal Only,Proposed,38.54472,-121.41472,Yes,K And M Recycling                       ,4/19/1996,Chris Carie,Chris,Carie,President,,,6373 Riverside Blvd Ste 143,Sacramento,CA,95831,Sacramento
40-AA-0021,Laguna County Sanitation Dist,Planned,Disposal Only,Proposed,35.28333,-120.65,Yes,County Of Santa Barbara Sanitation Dist ,5/3/1996,Marlene Demery,Marlene,Demery,Director/Public Works,,,123 E Anapamu St,Santa Barbara,CA,93101,San Luis Obispo
33-AA-0268,Regional Grn Wst Composting Fac.,Planned,Non-Disposal Only,Proposed,33.96667,-117.36667,Yes,Om Scotts & Sons Inc                    ,5/8/1996, ,,,Owners,,,14111 Scottslawn Rd,Marysville,OH,43040,Riverside
10-AA-0169,Fresno Waste Systems Inc,Closed,Disposal Only,Unpermitted,36.75,-119.76667,Yes,Fresno Waste Systems Inc                ,5/14/1996,Dennis Barwick,Dennis,Barwick,,,,2373 E Date Ave,Fresno,CA,93706,Fresno
47-AA-0009,Fort Jones TS,Closed,Both Disposal and Non-Disposal,Permitted,41.6,-122.83333,Yes,Western Waste Management                ,5/21/1996, ,,,Operator,,,1375 Montgomery Rd,Red Bluff,CA,96080,Siskiyou
19-AR-0304,La Refuse                               ,To be Determined,Non-Disposal Only,Revoked,34.05,-118.25,Yes,Tilley R T                              ,5/22/1996,R.T. Tilley,R.T.,Tilley,Opereator,,,4424 West Jefferson Blvd,Los Angeles,CA,90016,Los Angeles
19-AI-0003,CV Disposal Transfer Sta. Painter Ave,To be Determined,Non-Disposal Only,Unpermitted,33.95,-118.08333,Yes,CV Disposal Services Inc,5/24/1996,Ralph Tufenkian,Ralph,Tufenkian,Owner,,(213) 944-8928,PO Box 3126,Whittier,CA,90605,Los Angeles
19-AA-0760,California Disposal Co Transfer Station,To be Determined,Non-Disposal Only,Unpermitted,34.01667,-118.1,Yes,California Disposal Co.                 ,5/30/1996, ,,,,,,,,,,Los Angeles
42-AA-0013,Ventucopa Sanitary Landfill,Clean Closed,Disposal Only,Permitted,34.82333,-119.44167,Yes,County Of Santa Barbara Transfer Station,6/25/1996,Co. Of Santa Ba ,Co. Of Santa Ba,,,,(805) 882-3600,123 East Anapamu Street,Santa Barbara,CA,93101-2059,Santa Barbara
09-CR-0012,Kyburz,Closed,Disposal Only,Pre-regulation,38.774,-120.28965,No,US Forest Svc-Placerville,6/25/1996, ,,,,,(916) 622-5061,100 Forni Rd,Placerville,CA,95667,El Dorado
09-CR-0024,Wrights Lake,Closed,Disposal Only,Pre-regulation,38.83227,-120.23638,No,US Forest Svc-Placerville,6/25/1996, ,,,,,(916) 622-5061,100 Forni Rd,Placerville,CA,95667,El Dorado
10-AA-0182,"Gallo Vineyards, Inc Compost Facility",Active,Non-Disposal Only,Permitted,36.75931,-119.69343,No,"Gallo Vineyards, Inc",7/11/1996,Mike Gursky,Mike,Gursky,Facility Manager,,(559) 458-2565,5686 E Olive Ave,Fresno,CA,93727,Fresno
10-CR-0027,Gentz Construction AKA Gentz Inert DS,Closed,Disposal Only,TBD (Pending Investigation) ,36.75,-119.76667,Yes,Niehoff M                               ,7/25/1996,Mark Niehoff,Mark,Niehoff,,,(209) 275-1631,PO Box 4347,Fresno,CA,93744,Fresno
10-CR-0002,Gentz Construction 2 (Jefferson & Maple),Closed,Disposal Only,TBD (Pending Investigation) ,36.75,-119.76667,Yes,Niehoff M                               ,7/25/1996,Mark Niehoff,Mark,Niehoff,,,(209) 275-1631,PO Box 4347,Fresno,CA,93744,Fresno
14-AA-0019,American Borate Disposal Site,Closed,Disposal Only,Unpermitted,36.33917,-116.60917,Yes,"American Borate Corp-Virginia Beach,va  ",8/6/1996,Dan Mills,Dan,Mills,Safety Officer,,(760) 786-2241,"56028 Virginia Beach Blvd, Suite 201",Virginia Beach,VA,23462,Inyo
25-CR-0006,Eagleville Disposal Site (Historic),Closed,Disposal Only,Pre-regulation,41.31602,-120.04191,No,US Dept Of Int Bur Of Land Mgmt-Susanvil,8/27/1996, ,,,,,(916) 257-5381,2950 Riverside Dr,Susanville,CA,96130,Modoc
30-CR-0081,Fowler Equipment AKA Orange City Dump #6,Clean Closed,Disposal Only,Pre-regulation,33.8,-117.83333,Yes,Van Daele Development Corporation       ,11/5/1996,Steve King,Steve,King,,,(909) 354-2121,2900 Adams St Ste C25,Riverside,CA,92504,Orange
30-CR-0159,Tract 14752 Housing Development         ,Clean Closed,Disposal Only,Unpermitted,33.8,-117.83333,Yes,Van Daele Development Corporation       ,1/13/1998,Steve King,Steve,King,,,(909) 354-2121,2900 Adams St Ste C25,Riverside,CA,92504,Orange
07-AA-0052,Bay Area Soil,Clean Closed,Non-Disposal Only,Surrendered,37.93333,-122.35,Yes,Bay Area Soil                           ,1/10/1997,Steve Humphrey,Steve,Humphrey,President,,(510) 237-0293,2717 Goodrick Ave,Richmond,CA,94801,Contra Costa
15-CR-0025,EAFB Rosamond Abandoned Dump,Closed,Disposal Only,Pre-regulation,34.86667,-118.16667,No,Edwards Air Force Base Envirn. Mgt. Offi,8/21/2000,Don Cowan,Don,Cowan,Landowner,,(661) 277-3454,412th Civil Engineer Group Bldg 3735 120 North Rosamond Blvd,Edwards Air Force Base,CA,93524,Kern
15-AA-0151,Edwards AFB-Rpll/Phillips Lab LF,Closed,Disposal Only,Permitted,34.92407,-117.68649,No,Edwards Air Force Base Envirn. Mgt. Offi,8/21/2000,Don Cowan,Don,Cowan,Landowner,,(661) 277-3454,412th Civil Engineer Group Bldg 3735 120 North Rosamond Blvd,Edwards Air Force Base,CA,93524,Kern
07-AA-0058,Wildcat Creek Stables,Closed,Non-Disposal Only,Notification,37.99347,-122.31338,Yes,Nutters Walt                            ,9/12/2000, ,,,,,,6102 Park Avenue,"Richmond, Ca 94805",CA,94805,Contra Costa
19-AR-5587,Cordova Construction Services,Active,Non-Disposal Only,Notification,34.25178,-118.40475,No,"Cordova Construction Services, Inc.     ",12/28/2000,Tim Dillon,Tim,Dillon,,,(818) 896-0509,P.O. Box 923250,Sylmar,CA,91392-3250,Los Angeles
33-AA-0217,El Sobrante Landfill,Active,Disposal Only,Permitted,33.79923,-117.46786,No,"USA Waste Services of California, Inc.",7/12/2001, ,,,,,(951) 277-1740,10910 Dawson Canyon Road,Corona,CA,92883,Riverside
33-AA-0317,El Sobrante Reclaimable Anerobic Compstr,Planned,Non-Disposal Only,Notification,33.79923,-117.46786,Yes,"USA Waste Services of California, Inc.",8/27/2009, ,,,,,(951) 277-1740,10910 Dawson Canyon Road,Corona,CA,92883,Riverside
19-AA-0050,Lancaster Landfill and Recycling Center,Active,Disposal Only,Permitted,34.7474,-118.1165,No,"Waste Management of California, Inc.",9/10/2001, ,,,,,(661) 223-3437,600 E Avenue F,Lancaster,CA,93535,Los Angeles
36-AA-0384,Inland Composting And Organic Recycling,Planned,Non-Disposal Only,Proposed,34.06194,-117.37028,Yes,"Inland Composting  Organic Recyc, Inc.",1/17/2002, ,,,,,,1951 West Key Road,Colton,CA,92324,San Bernardino
54-AA-0040,"Soil Foods, Inc.",Closed,Non-Disposal Only,Notification,36.14532,-119.25986,Yes,"Soils Foods, Inc.",2/19/2002, ,,,,,(599) 897-4790,"Grandal, Mel 1730 - 21st. Avenue",Kingsburg,CA,93631,Tulare
37-AA-0948,Lucidi Frams,Closed,Non-Disposal Only,Surrendered,32.97986,-116.97428,Yes,Lucidi Farms Composting,3/5/2002, ,,,,,(858) 391-9000,15015 Lucidi Farms Way,Poway,CA,92064,San Diego
36-AA-0421,RP-1 Inland Empire Utilities Agency,Planned,Non-Disposal Only,Proposed,34.02833,-117.60233,No,Inland Empire Utilities Agency (IEUA),5/13/2002, ,,,,,(909) 357-0241,Biosolids Resources P.O. Box 697,Rancho Cucamonga,CA,91729,San Bernardino
37-AB-0011,Miramar Wholesale Nursery,Closed,Non-Disposal Only,Unpermitted,32.8622,-117.1805,No,Miramar Wholesale Nursery,8/20/2002, ,,,,,(858) 552-0592,"Don Karnes  Trugreen Landcare, LLC P. O. Box 22598",San Diego,CA,92192,San Diego
07-CR-0045,Taylor Blvd.Bridge Disposal Site - #30,Closed,Disposal Only,Unpermitted,38.04374,-122.03189,No,U S Dept. of Navy,3/25/2003, ,,,,,(650) 746-7451,"Gilbert Rivera Lead PRM/EFA West Navy 2001 Junipero Serra, Suite 600",Daly City,CA,94014,Contra Costa
07-CR-0044,Tidal Area Landfill at NWS Concord,Closed,Disposal Only,Unpermitted,38.05085,-122.03622,No,U S Dept. of Navy,12/4/2002, ,,,,,(650) 746-7451,"Gilbert Rivera Lead PRM/EFA West Navy 2001 Junipero Serra, Suite 600",Daly City,CA,94014,Contra Costa
15-AA-0374,Grimmway Farms Composting-Arvin Yard,Closed,Non-Disposal Only,Notification,35.18039,-118.8591,Yes,"Grimmway Enterprises, Inc.",1/2/2003, ,,,,,(618) 858-0129,Gerald Davis P.O Box 81498,Bakersfield,CA,93380,Kern
15-AA-0375,Grimmway Farms Composting,Active,Non-Disposal Only,Notification,34.92911,-118.29134,No,"Grimmway Enterprises, Inc.",1/2/2003, ,,,,,(618) 858-0129,Gerald Davis P.O Box 81498,Bakersfield,CA,93380,Kern
13-AA-0093,Brandt Company (Composting),Active,Non-Disposal Only,Notification,33.16811,-115.56598,No,Brandt Company,1/14/2003, ,,,,,(760) 344-3430,Bill Brandt P.O.Box 118,Brawley,CA,92227,Imperial
50-AA-0024,"Central Valley Agricultural Grinding,Inc",Active,Non-Disposal Only,Notification,37.72475,-120.90214,No,"Barry, Mike and Konzen, Paul",5/2/2003, ,,,,,(209) 869-1721,5507 Langworth Road,Oakdale,CA,95361,Stanislaus
13-CR-0028,"California RW, Inc. Bethencourt IDS 2136",Clean Closed,Disposal Only,Unpermitted,33.22806,-115.5203,Yes,"California R/W, Inc.",8/1/2003, ,,,,,,Manuel Bethencourt 7915 Highway 111,Niland,CA,92257,Imperial
19-AR-1219,East Valley Bulky Item Drop-off Center,Active,Non-Disposal Only,Notification,34.23922,-118.37064,No,City of Los Angeles Bureau of Sanitation,9/11/2003, ,,,,,(213) 473-8318,1149 S Broadway Fl 8,Los Angeles,CA,90015-2238,Los Angeles
56-AA-0142,Peach Hill Organic Recycling,Active,Non-Disposal Only,Notification,34.28556,-118.91817,No,"Medrano, Robert R.",10/6/2003, ,,,,,(805) 529-6164,P. O. Box 158,Moorpark,CA,93021,Ventura
05-AA-0040,Sunrise Farms Composting Operation,Planned,Non-Disposal Only,Notification,38.16406,-120.89046,Yes,"Sunrise Farms, LLC.",11/20/2003, ,,,,,(707) 778-6450,395 Liberty Rd,Petaluma,CA,94952,Calaveras
30-AB-0390,Baker Canyon Green Recycling,Active,Non-Disposal Only,Notification,33.76525,-117.65967,No,Baker Canyon Green Recycling,12/17/2003,Daniel Dulac,Daniel,Dulac,,,(714) 649-2524,26982 Baker Canyon Rd,Silverado,CA,92676,Orange
40-AA-0038,Alpha Produce,Closed,Non-Disposal Only,Notification,35.50968,-120.51757,Yes,Alpha Produce,4/13/2004, ,,,,,(805) 238-7866,PO Box 365,Creston,CA,93432,San Luis Obispo
04-AA-0027,Crowder Enterprise,Closed,Non-Disposal Only,Notification,39.77471,-121.88151,Yes,Crowder Enterprise,5/13/2004, ,,,,,(530) 345-1136,Bill Crowder 153 Innbruck Way,Chico,CA,95973,Butte
27-AA-0106,"Springfield Mushrooms, Inc.",Closed,Non-Disposal Only,Notification,36.87128,-121.78015,Yes,"Springfield Mushrooms, Inc.",9/7/2004, ,,,,,(831) 722-2667,John T. Skillicorn P. O. Box 1216,Watsonville,CA,95077,Monterey
19-AA-0868,Lower Azusa Reclamation Project,Closed,Disposal Only,Notification,34.09319,-117.99184,No,"Arcadia Reclamation, Inc.",10/25/2004, ,,,,,(909) 625-1049,John Edwards P.O. Box 7368,La Verne,CA,91750,Los Angeles
19-AA-1069,H and C Disposal Limited Vol. Trans Oper,Closed,Non-Disposal Only,Notification,33.91662,-118.32756,Yes,"Bagdasarian, Matthew",12/3/2004, ,,,,,(310) 675-3331,3249 Wset El Segundo Blvd.,Hawthorne,CA,,Los Angeles
19-AA-1072,Burbank Green Waste Transfer Operation,Active,Non-Disposal Only,Notification,34.2081,-118.31388,No,City of Burbank Public Works Dept.,12/29/2004, ,,,,,(818) 238-3915,"Bonnie Teaford, City Engineer 275 East Olive Avenue",Burbank,CA,91510-6459,Los Angeles
43-AA-0025,San Martin Mushrooms,Closed,Non-Disposal Only,Surrendered,37.08096,-121.57267,Yes,"Gardner, Allen and Suzan",12/31/2004, ,,,,,(408) 683-2548,PO Box 204,San Martin,CA,95046,Santa Clara
19-AA-1073,City of Irwindale LVTS Operation,Closed,Non-Disposal Only,Notification,34.09945,-117.94231,Yes,"City of Irwindale, Public Works Dept.",1/7/2005, ,,,,,(626) 430-2210,"Kwon Tam, Director 5050 North Irwindale Avenue",Irwindale,CA,91706,Los Angeles
37-CR-0051,Murray Canyon Burnsite,Closed,Disposal Only,Pre-regulation,32.7902,-117.14739,No,City of San Diego Parks and Recreation,4/5/2005, ,,,,,(619) 221-8901,"Park Manager 2581 Quirvira Court, MS 32",San Diego,CA,92109,San Diego
37-AH-0001,"Palomar Transfer Station, Inc",Active,Non-Disposal Only,Permitted,33.13284,-117.26941,No,"Palomar Transfer Station, Inc.",4/19/2005, ,,,,,(619) 449-9156,"Allied Waste Industries, Jim Ambroso 8514 Mast Blvd.",Santee,CA,92145,San Diego
13-AA-0026,Mesquite Regional Landfill,Active,Disposal Only,Permitted,33.05694,-114.99444,No,County of Los Angeles Sanitation Dist. 2,5/26/2005, ,,,,,(562) 699-7411,County Sanitation District No. 2 1955 Workman Mill Road,Whittier,CA,90601,Imperial
39-CR-0038,French Camp Disposal Site,Closed,Disposal Only,Unpermitted,37.89962,-121.28534,No,"Barber, Ron and Clifford Luengo",6/28/2005, ,,,,,(209) 969-2199,4460 South Highway 99,Stockton,CA,95215,San Joaquin
19-AA-1076,Recycled Wood Products,Active,Non-Disposal Only,Notification,34.04608,-117.7295,No,"Kiralla, Chris",8/30/2005, ,,,,,(909) 868-6882,"President, Recycling Wood Products, Inc. 1313 East Phillips Blvd.",Pomona,CA,91766,Los Angeles
19-AA-5757,Smith and Thompson IDS,Clean Closed,Disposal Only,Unpermitted,34.65287,-118.13187,Yes,Smith and Thompson Pumping Company,11/4/2005, ,,,,,(800) 300-2306,"Smith, Sherwin and Dorothy 43726 Shiloh Lane",Lancaster,CA,93535,Los Angeles
36-AA-0442,Mission Landscape Environmental Resource,Active,Non-Disposal Only,Notification,33.99906,-117.67164,No,Mission Landscape,11/16/2005, ,,,,,(714) 662-4503,"Michael R. Murray, General Manager P.O. Box 15026/10686 S. Meads, Orange,Ca",Santa Ana,CA,92735,San Bernardino
56-AA-0141,Aromas Berry Farms Compost Operations,Closed,Non-Disposal Only,Surrendered,34.19189,-119.12841,Yes,Aromas Berry Farm Compost,1/12/2006, ,,,,,(805) 981-9908,P O Box 352,Oxnard,CA,93030,Ventura
42-AA-0075,Santa Lucia Farms,Closed,Non-Disposal Only,Notification,34.64015,-120.08387,Yes,"Snow, Van",4/6/2006, ,,,,,(805) 688-3673,Lindsey Creed-trustee/estate -Van E Snow 1924 West Hwy 154/San Marcos Pass Road,Santa Ynez,CA,93460,Santa Barbara
10-AA-0203,"Road Maintenance Area 5, Caruthers",Active,Non-Disposal Only,Notification,36.54751,-119.83708,No,Fresno Co. Rd. Maint. Area 5 Caruthers,5/1/2006, ,,,,,(559) 864-3172,2544 West Mountain View,Caruthers,CA,93609,Fresno
10-AA-0205,"Road Maintenance Area 1, Firebaugh",Active,Non-Disposal Only,Notification,36.85064,-120.48783,No,"County of Fresno, Public Works",5/8/2006, ,,,,,(559) 659-2323,"Public Works and Planning, Maint and Op. 2200 Tulare Street, 6th Floor",Fresno,CA,93721,Fresno
19-AA-1082,CalTrans Whittier Maintenance LVTOp,Active,Non-Disposal Only,Notification,34.03202,-118.01969,No,CalTrans  Maintenance,5/23/2006, ,,,,,(323) 723-6366,"Leo Antonio, Mananger 1940 South Workman Mill Road",Whittier,CA,90601,Los Angeles
19-AA-1084,"CalTrans Garey Maintenance, Route 071",Closed,Non-Disposal Only,Notification,34.02483,-117.74832,Yes,CalTrans  Maintenance,5/23/2006, ,,,,,(323) 723-6366,"Leo Antonio, Mananger 1940 South Workman Mill Road",Whittier,CA,90601,Los Angeles
19-AA-1087,CalTrans Cerritos Maintenance LVTOp,Active,Non-Disposal Only,Notification,33.87711,-118.1002,No,CalTrans  Maintenance,5/23/2006, ,,,,,(323) 723-6366,"Leo Antonio, Mananger 1940 South Workman Mill Road",Whittier,CA,90601,Los Angeles
19-AA-1086,Caltrans Florence Maintenance LVTOp,Active,Non-Disposal Only,Notification,33.93904,-118.09909,No,CalTrans  Maintenance,5/23/2006, ,,,,,(323) 723-6366,"Leo Antonio, Mananger 1940 South Workman Mill Road",Whittier,CA,90601,Los Angeles
19-AA-1083,CalTrans Humphreys Maintenance LVTOp,Active,Non-Disposal Only,Notification,34.03445,-118.17078,No,CalTrans  Maintenance,5/23/2006, ,,,,,(323) 723-6366,"Leo Antonio, Mananger 1940 South Workman Mill Road",Whittier,CA,90601,Los Angeles
19-AA-1085,Caltrans Rosemead Maintenance LVTOp,Active,Non-Disposal Only,Notification,34.08835,-118.06835,No,CalTrans  Maintenance,5/23/2006, ,,,,,(323) 723-6366,"Leo Antonio, Mananger 1940 South Workman Mill Road",Whittier,CA,90601,Los Angeles
19-AA-1081,CalTrans Monrovia Maintenance LVTOp,Active,Non-Disposal Only,Notification,34.13881,-117.98776,No,CalTrans  Maintenance,5/23/2006, ,,,,,(323) 723-6366,"Leo Antonio, Mananger 1940 South Workman Mill Road",Whittier,CA,90601,Los Angeles
19-AA-1088,Caltrans Bellflower Maintenance LVTOp,Active,Non-Disposal Only,Notification,33.88264,-118.11798,No,CalTrans  Maintenance,5/23/2006, ,,,,,(323) 723-6366,"Leo Antonio, Mananger 1940 South Workman Mill Road",Whittier,CA,90601,Los Angeles
07-AA-0060,Martinez Recycling,Closed,Non-Disposal Only,Notification,38.00408,-122.08601,Yes,Martinez Recycling,8/17/2006, ,,,,,(925) 370-1211,Paul and Ryan Fletcher 4620 Pacheco Blvd.,Martinez,CA,94553,Contra Costa
49-AA-0398,"M and M Services, Inc.",Active,Non-Disposal Only,Permitted,38.52138,-122.79234,No,"Abbott, Dustin",8/21/2006, ,,,,,(707) 838-2597,590 Caletti Ave,Windsor,CA,95492,Sonoma
33-AA-0248,Coachella Valley Transfer Station,Active,Non-Disposal Only,Permitted,33.7279,-116.14362,No,Coachella / Indio Waste TS. Authority,9/26/2006, ,,,,,,1515 Sixth Street,Coachella,CA,92236,Riverside
13-AA-0100,"Bull Enterprise, Inc., Moiola Yard",Active,Non-Disposal Only,Notification,32.95625,-115.399,No,"Bull Enterprise, Inc.",12/12/2006, ,,,,,(760) 353-9235,Gary Forney 1701 Bowker Road,El Centro,CA,92243,Imperial
19-AA-1114,Nixon St. Yard- City of Lakewood,Active,Non-Disposal Only,Notification,33.84285,-118.0983,No,City of Lakewood,1/4/2010, ,,,,,(562) 866-9771,Lisa Rapp 5050 Clark Avenue,Lakewood,CA,90712,Los Angeles
13-AA-0101,Allied Imperial CDI Facility,Active,Non-Disposal Only,Permitted,32.85883,-115.5212,No,"Imperial Landfill, Inc.",1/17/2007,Richard Bringle,Richard,Bringle,,,(760) 355-0004,3354 Dogwood Road,Imperial,CA,92251,Imperial
33-AA-0310,"M.B. Organics, Inc. Galway",Active,Non-Disposal Only,Notification,33.48706,-117.0358,Yes,"M.B. Organics, Inc.",1/26/2007, ,,,,,(619) 572-5353,Joe Lundstrom 920 West San Marcos Blvd. # 4,San Marcos,CA,92069,Riverside
19-AA-1100,Agromin Premium Soil Products,Closed,Non-Disposal Only,Notification,34.41347,-118.60043,Yes,Agromin Horticultural Soils,2/27/2007,Bill Camarillo,Bill,Camarillo,,,(805) 485-9200,201 Kinetic Drive,Oxnard,CA,93030,Los Angeles
10-AA-5221,Kearney Park- Community Clean-up Event,Closed,Non-Disposal Only,Notification,36.72177,-119.9233,Yes,"Mid Valley Disposal, Inc.",7/19/2007, ,,,,,(559) 237-9425,P.O. Box 12385,Fresno,CA,93777,Fresno
33-AA-0312,T.O.M. Site,Active,Non-Disposal Only,Permitted,33.58953,-116.0987,No,Southern Coachella Valley Com. Ser. Dist,10/10/2007, ,,,,,(760) 399-5771,C/O Crowson Management P.O. Box 2127,Palm Springs,CA,92263,Riverside
30-AB-0405,Serrano Creek Ranch Composting Op.,Active,Non-Disposal Only,Notification,33.64739,-117.69012,No,"Lake Forest Equestrain Center, Inc.",12/10/2007, ,,,,,(949) 768-5921,"Matt Rayl , President 25201 Trabuco Road",Lake Forest,CA,92630,Orange
37-AA-0961,Hawthorne Contracting Green Waste Facily,Clean Closed,Non-Disposal Only,Notification,33.04554,-116.8777,Yes,"Hawthorne Contracting Co., Inc.",12/28/2007, ,,,,,(760) 737-0307,Gary Hawthorne 2558 Circle Drive,Escondido,CA,92029,San Diego
30-AB-0407,City of Brea Service Center LVTO,Active,Non-Disposal Only,Notification,33.92659,-117.9082,No,City of Brea,2/21/2008, ,,,,,(714) 990-7691,1 Civic Circle,Brea,CA,92821,Orange
15-AA-0393,Demler Enterprises -Wasco,Planned,Non-Disposal Only,Unpermitted,35.62928,-119.34283,Yes,Demler Enterprises-Wasco,5/9/2008, ,,,,,(661) 758-5896,David Demler P O Box 207,Wasco,CA,93280,Kern
19-AA-1104,Bestway Recycling Company Inc.,Closed,Non-Disposal Only,Permitted,33.9561,-118.2321,Yes,"Bestway Recycling Company, Inc.",6/30/2008, ,,,,,(323) 588-8157,David Cho 2268 East Firestone Blvd.,Los Angeles,CA,90002,Los Angeles
19-AA-1108,Mission Recycling/West Coast Recycling,Closed,Non-Disposal Only,Permitted,34.05607,-117.72987,No,West Coast Recycling DBA Mission Recycin,6/30/2008, ,,,,,(909) 620-4688,Al Solis 1341 East Mission Blvd.,Pomona,CA,91766,Los Angeles
19-AA-1107,Mission Recycling / West Coast Recycling,Closed,Non-Disposal Only,Permitted,34.05139,-117.7317,No,West Coast Recycling DBA Mission Recycin,6/30/2008, ,,,,,(909) 620-4688,Al Solis 1341 East Mission Blvd.,Pomona,CA,91766,Los Angeles
39-AA-0017,Central Valley Waste Services,Active,Non-Disposal Only,Permitted,38.14545,-121.25187,No,Central Valley Waste Services,2/10/1997,Alex Oseguera,Alex,Oseguera,District Manager,,(209) 369-8274,PO Box 241001,Lodi,CA,95241,San Joaquin
39-AA-0038,Central Valley Waste Services,Inactive,Non-Disposal Only,Surrendered,38.14562,-121.25075,Yes,Central Valley Waste Services,4/21/1997,Alex Oseguera,Alex,Oseguera,District Manager,,(209) 369-8274,PO Box 241001,Lodi,CA,95241,San Joaquin
13-AA-0020,Cruickshank Road - City Site,Closed,Disposal Only,Unpermitted,32.81935,-115.51023,No,City Of El Centro                       ,9/17/1997,Abdul Salem,Abdul,Salem,City Manager,,(760) 337-4540,1275 W Main St,El Centro,CA,92243,Imperial
15-AA-0323,"Wrenco, Inc",Clean Closed,Non-Disposal Only,Unpermitted,35.314,-118.9144,Yes,"Wrenco, Inc.                            ",10/20/1997,Don Wren,Don,Wren,Owner/Operator,,(805) 366-7070,4522 Weedpatch Hwy,Bakersfield,CA,93307,Kern
34-CR-5009,Gz Products (Fair Oaks Landfill),Closed,Disposal Only,Not Currently Regulated,38.61528,-121.25889,Yes,"Devin, Davis, Larve, Et Al              ",1/6/1998, ,,,,,(916) 344-0614,4009 Crondell Dr.,Sacramento,CA,95864,Sacramento
58-CR-0010,Diamond International Disposal Site     ,Closed,Disposal Only,Unpermitted,39.11667,-121.55,Yes,"Speckert, Armin  Diamond International  ",1/22/1998, ,,,,,,6124 Avondale Ave,Marysville,CA,95901,Yuba
10-CR-0013,Snake Road Disp Site,Closed,Disposal Only,Pre-regulation,36.71837,-119.81875,No,"O'Dell, Hill",1/23/1998,Hill O'dell,Hill,O'dell,Business Owner,,,4206 N Dante Ave,Fresno,CA,93722,Fresno
48-CR-0006,Pennsylvania Ave LF/Cordelia Rd,Closed,Disposal Only,Unpermitted,38.24,-122.049,No,City Of Fairfield Dept Of Public Works C,1/26/1998,Allen Auld,Allen,Auld,,,,420 Gregory Ln,Fairfield,CA,94533,Solano
39-AA-0028,Sharpe Army Depot                       ,Closed,Disposal Only,Pre-regulation,37.81667,-121.28333,Yes,US Army Toxic Hazardous Materials Agcy F,2/4/1998,Att Cetha-IR-B ,Att Cetha-IR-B,,,,,Us Army Toxic Hazardous Materials Agcy,Aberdeen Proving Ground,MD,21010-5401,San Joaquin
19-AA-5098,Hermosa Beach Landfill,Planned,Disposal Only,Proposed,33.86667,-118.38333,Yes,City Of Hermosa Beach                   ,2/24/1998, ,,,,,(310) 318-0239,1315 Valley Dr,Hermosa Beach,CA,90254,Los Angeles
19-AA-0856,Waste Management South Gate Transfer,Active,Non-Disposal Only,Permitted,33.95825,-118.19074,No,H.B.J.J. Inc. Subsidiary Of USA Waste,4/30/1998,Jack Pivovaroff,Jack,Pivovaroff,District Manager,,(323) 560-8488,4489 Ardine St,South Gate,CA,90280,Los Angeles
19-AA-0779,Valley Park Corp Dump,Closed,Disposal Only,Permitted,34.11028,-118.00639,No,Best Disposal                           ,7/7/1998,Ralph Thorson,Ralph,Thorson,,,,,,,,Los Angeles
19-AA-5184,Pasadena City Landfill,Closed,Disposal Only,Unpermitted,34.092,-118.1128,No,City Of Pasadena,7/10/1998, ,,,,,(626) 744-4158,Public Works SM and IWM Div. 100 N. Garfield Ave. Room 212,S. Pasadena,CA,91109,Los Angeles
19-AS-5000,South Pasadena City Dump,Closed,Disposal Only,Unpermitted,34.15,-118.13333,Yes,City Of Pasadena,7/10/1998, ,,,,,(626) 744-4158,Public Works SM and IWM Div. 100 N. Garfield Ave. Room 212,S. Pasadena,CA,91109,Los Angeles
